,Unnamed: 0,precio_estimado,precio_venta,fecha,autor,casa_subasta,tipo,tecnica,dimensiones,fecha_creacion,titulo,precio_ajustado,is_inch,height,width
5520,5747," 50,000 - 70,000 USD "," 92,500 USD ",2011-05-25, Francisco Zuñiga,Sotheby's,Latin American Art, green onyx , 36 by 28.5 by 34.3 cm , 1968 ,"Maternidad by Francisco Zuñiga, 1968","121,792 USD",0,36.0,28.5
5522,5749," 15,000 - 20,000 USD "," 16,250 USD ",2011-05-25, Francisco Toledo,Sotheby's,Latin American Art, color pencil on paper , 21.6 by 27.3 cm ,,Burrito by Francisco Toledo,"21,396 USD",0,21.6,27.3
5523,5750," 35,000 - 45,000 USD "," 37,500 USD ",2011-05-25, Antonio Seguí,Sotheby's,Latin American Art, mixed media on canvas , 149.9 by 149.9 cm , 1983 ,"Solo pollos y gente by Antonio Seguí, 1983","49,375 USD",0,149.9,149.9
5524,5751," 35,000 - 45,000 USD "," 50,000 USD ",2011-05-25, Diego Rivera,Sotheby's,Latin American Art, watercolor on rice paper , 38 by 27.4 cm , 1939 ,"Oskar Homolka by Diego Rivera, 1939","65,834 USD",0,38.0,27.4
5526,5753," 80,000 - 100,000 USD "," 98,500 USD ",2011-05-25, Tomás Sánchez,Sotheby's,Latin American Art, tempera on paper , 65 by 103.5 cm , 1990 ,"Orilla by Tomás Sánchez, 1990","129,692 USD",0,65.0,103.5
5527,5754," 12,000 - 18,000 USD "," 40,625 USD ",2011-05-25, Fernando de Szyszlo,Sotheby's,Latin American Art, oil and charcoal on canvas , 165.8 by 128 cm , 1990 ,"El Mar de Lurín by Fernando de Szyszlo, 1990","53,490 USD",0,165.8,128.0
5529,5756," 25,000 - 35,000 USD "," 92,500 USD ",2011-05-25, Antonio Seguí,Sotheby's,Latin American Art, charcoal and pastel on canvas , 194.3 by 194.3 cm , 1975 ,"Bulldog in San Vincente by Antonio Seguí, 1975","121,792 USD",0,194.3,194.3
5530,5757," 10,000 - 15,000 USD "," 10,000 USD ",2011-05-25, Emilio Sanchez,Sotheby's,Latin American Art, oil on canvas , 91.5 by 91.5 cm ,,Casita Verde by Emilio Sanchez,"13,167 USD",0,91.5,91.5
5531,5758," 400,000 - 600,000 USD "," 362,500 USD ",2011-05-25, Alfredo Ramos Martínez,Sotheby's,Latin American Art, oil on board , 56.5 by 63.5 cm ,,Juanita entre las flores by Alfredo Ramos Martínez,"477,293 USD",0,56.5,63.5
5532,5759," 100,000 - 150,000 USD "," 134,500 USD ",2011-05-25, Francisco Zuñiga,Sotheby's,Latin American Art, bronze , 85 by 90 by 82.5 cm , 1972 ,"Madre en Cuclillas by Francisco Zuñiga, 1972","177,092 USD",0,85.0,90.0
5533,5760," 80,000 - 100,000 USD "," 182,500 USD ",2011-05-25, Benito Quinquela Martin,Sotheby's,Latin American Art, oil on canvas , 130.1 by 140.7 cm , 1923 ,"Buque en descarga (En pleno trabajo) by Benito Quinquela Martin, 1923","240,292 USD",0,130.1,140.7
5534,5761," 150,000 - 175,000 USD "," 182,500 USD ",2011-05-25, Francisco Zuñiga,Sotheby's,Latin American Art," bronze, dark green patina ", 76.2 by 76.2 by 95.9 cm , 1976 ,"El Pastorcillo by Francisco Zuñiga, 1976","240,292 USD",0,76.2,76.2
5536,5763," 18,000 - 22,000 USD "," 21,250 USD ",2011-05-25, Benito Quinquela Martin,Sotheby's,Latin American Art, oil on masonite , 62 by 72.4 cm , 1944 ,"Llegada de Veleros by Benito Quinquela Martin, 1944","27,979 USD",0,62.0,72.4
5538,5765," 15,000 - 25,000 USD "," 15,000 USD ",2011-05-25, Francisco Zuñiga,Sotheby's,Latin American Art, watercolor and ink on paper , 50 by 64.7 cm , 1965 ,"Conversation by Francisco Zuñiga, 1965","19,750 USD",0,50.0,64.7
5541,5768," 12,000 - 18,000 USD "," 13,750 USD ",2011-05-25, Antonio Seguí,Sotheby's,Latin American Art, oil on canvas , 120.3 by 60.3 cm , 1977 ,"Hombre by Antonio Seguí, 1977","18,104 USD",0,120.3,60.3
5542,5769," 250,000 - 350,000 USD "," 314,500 USD ",2011-05-25, David Alfaro Siqueiros,Sotheby's,Latin American Art, oil on burlap , 72.4 by 42 cm , 1931 ,"Mujer Sentada by David Alfaro Siqueiros, 1931","414,093 USD",0,72.4,42.0
5543,5770," 250,000 - 300,000 USD "," 278,500 USD ",2011-05-25, Diego Rivera,Sotheby's,Latin American Art, oil on canvas , 66.5 by 47 cm , 1946 ,"Peregrina Tlaxcalteca by Diego Rivera, 1946","366,693 USD",0,66.5,47.0
5544,5771," 125,000 - 175,000 USD "," 158,500 USD ",2011-05-25, Armando Reverón,Sotheby's,Latin American Art," pastel, charcoal, and chalk on paper laid down on board ", 66 by 82.5 cm , 1948 ,"Desnudo by Armando Reverón, 1948","208,692 USD",0,66.0,82.5
5545,5772," 250,000 - 300,000 USD "," 362,500 USD ",2011-05-25, Jesus-Rafael Soto,Sotheby's,Latin American Art," acrylic on wood, nylon string and painted metal ", 191.7 by 179 cm , 1999 ,"Gran Azul by Jesus-Rafael Soto, 1999","477,293 USD",0,191.7,179.0
5550,5777," 80,000 - 100,000 USD "," 92,500 USD ",2011-05-25, Francisco Zuñiga,Sotheby's,Latin American Art, black mexican marble , 40.7 by 40.7 by 33 cm , 1979 ,"Yucateca Sentada by Francisco Zuñiga, 1979","121,792 USD",0,40.7,40.7
5552,5779," 25,000 - 30,000 USD "," 32,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, gouache on paper , 100.25 x 80.25 in. (26 x 20 cm.) , 1934 ,"Niña by Rufino Tamayo, 1934","42,792 USD",1,100.25,80.25
5553,5780," 40,000 - 60,000 USD "," 52,500 USD ",2011-05-26, Francisco Zuñiga,Christie's,Latin American Paintings, bronze with brown patina , 180.25 x 190.75 x 150.25 in. (46 x 50 x 40 cm.) , 1980 ,"Evelia en un butaque by Francisco Zuñiga, 1980","69,125 USD",1,180.25,190.75
5554,5781," 6,000 - 8,000 USD "," 17,500 USD ",2011-05-26, Francisco Toledo,Christie's,Latin American Paintings, glazed stoneware , 7 x 9.875 x 9.875 in. (17.8 x 25 x 25 cm.) ,,Untitled by Francisco Toledo,"23,042 USD",1,7.0,9.875
5555,5782," 70,000 - 90,000 USD "," 98,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, gouache on paper , 210.25 x 160.5 in. (55 x 43 cm.) , 1934 ,"Mujer caminando by Rufino Tamayo, 1934","129,692 USD",1,210.25,160.5
5556,5783," 20,000 - 30,000 USD "," 42,500 USD ",2011-05-26, Emilio Pettoruti,Christie's,Latin American Paintings, oil on canvas , 60.5 x 90.5 in. (16.5 x 24.1 cm.) , 1962 ,"Untitled (Study for Soleil Couchant) by Emilio Pettoruti, 1962","55,958 USD",1,60.5,90.5
5557,5784," 70,000 - 100,000 USD "," 182,500 USD ",2011-05-26, Fernando de Szyszlo,Christie's,Latin American Paintings, oil on burlap , 76.625 x 113.125 in. (194.6 x 287.3 cm.) , 1969 ,"Paclla Pampa (Campo Desolado) by Fernando de Szyszlo, 1969","240,292 USD",1,76.625,113.125
5559,5786," 6,000 - 8,000 USD "," 17,500 USD ",2011-05-26, Antonio Seguí,Christie's,Latin American Paintings, oil on wood with wooden artist's frame , 230.25 x 19.875 in. (59 x 50.2 cm.) including frame , 1963 ,"Untitled by Antonio Seguí, 1963","23,042 USD",1,230.25,19.875
5560,5787," 35,000 - 45,000 USD "," 56,250 USD ",2011-05-26, Diego Rivera,Christie's,Latin American Paintings, watercolor on rice paper , 15.125 x 100.75 in. (38.4 x 27.3 cm.) ,,Cargador by Diego Rivera,"74,063 USD",1,15.125,100.75
5561,5788," 200,000 - 300,000 USD "," 266,500 USD ",2011-05-26, Joaquín Torres García,Christie's,Latin American Paintings, oil on wood , 160.25 x 11.375 in. (41.5 x 29 cm.) , 1936 ,"Arte constructivo by Joaquín Torres García, 1936","350,893 USD",1,160.25,11.375
5562,5789," 180,000 - 220,000 USD "," 494,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, steel with painted concrete finish , 900.5 x 350.5 x 190.75 in. (230 x 90.2 x 50.2 cm.) , 1990 ,"Figura sideral by Rufino Tamayo, 1990","651,093 USD",1,900.5,350.5
5563,5790," 80,000 - 120,000 USD "," 314,500 USD ",2011-05-26, David Alfaro Siqueiros,Christie's,Latin American Paintings, Pyroxilin on masonite , 31 x 23.875 in. (78.7 x 60.4 cm.) , 1944 ,"Mujer llorando by David Alfaro Siqueiros, 1944","414,093 USD",1,31.0,23.875
5564,5791," 60,000 - 80,000 USD "," 158,500 USD ",2011-05-26, Tomás Sánchez,Christie's,Latin American Paintings, acrylic on canvas , 230.75 x 170.75 in. (60.3 x 45 cm.) , 2010 ,"En el paisaje interior by Tomás Sánchez, 2010","208,692 USD",1,230.75,170.75
5565,5792," 80,000 - 120,000 USD "," 266,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood and metal rods with nylon string , 310.75 in. diameter x 90.25 in. (80.6 cm. diameter x... , 1967 ,"Vibration sur le cercle by Jesus-Rafael Soto, 1967","350,893 USD",1,310.75,90.25
5566,5793," 6,000 - 8,000 USD "," 7,500 USD ",2011-05-26, Francisco Zuñiga,Christie's,Latin American Paintings, Conté crayon on paper , 250.5 x 19.625 in. (64.7 x 50 cm.) , 1970 ,"Mujer con los brazos levantados by Francisco Zuñiga, 1970","9,875 USD",1,250.5,19.625
5569,5796," 15,000 - 20,000 USD "," 17,500 USD ",2011-05-26, Francisco Toledo,Christie's,Latin American Paintings, cut-out amate paper , 28 x 19.625 in. (73.6 x 50 cm.) ,,Untitled (Man and Fish) by Francisco Toledo,"23,042 USD",1,28.0,19.625
5570,5797," 40,000 - 60,000 USD "," 122,500 USD ",2011-05-26, Joaquín Torres García,Christie's,Latin American Paintings, oil on paper laid on canvas , 130.5 x 190.75 in. (34.3 x 50.1 cm.) , 1924 ,"Livorno by Joaquín Torres García, 1924","161,292 USD",1,130.5,190.75
5571,5798," 35,000 - 40,000 USD "," 74,500 USD ",2011-05-26, Fernando de Szyszlo,Christie's,Latin American Paintings, acrylic on canvas , 780.5 x 780.5 in. (199.4 x 199.4 cm.) , 1991 ,"Sol Negro by Fernando de Szyszlo, 1991","98,092 USD",1,780.5,780.5
5573,5800," 50,000 - 70,000 USD "," 56,250 USD ",2011-05-26, Tomás Sánchez,Christie's,Latin American Paintings, acrylic on canvas , 12 x 80.75 in. (30 x 22 cm.) ,,El otro yo by Tomás Sánchez,"74,063 USD",1,12.0,80.75
5574,5801," 35,000 - 45,000 USD "," 43,750 USD ",2011-05-26, Tomás Sánchez,Christie's,Latin American Paintings, tempera on paper , 230.75 x 310.5 in. (60.3 x 80 cm.) , 1988 ,"Paisaje con nube baja by Tomás Sánchez, 1988","57,604 USD",1,230.75,310.5
5577,5804," 300,000 - 400,000 USD "," 362,500 USD ",2011-05-26, Joaquín Torres García,Christie's,Latin American Paintings, oil on board laid down on masonite , 160.5 x 170.75 in. (42 x 45 cm.) , 1943 ,"Constructivo en cinco tonos by Joaquín Torres García, 1943","477,293 USD",1,160.5,170.75
5578,5805," 150,000 - 200,000 USD "," 242,500 USD ",2011-05-26, Diego Rivera,Christie's,Latin American Paintings, oil on canvas , 150.25 x 180.5 in. (38.7 x 47 cm.) , 1909 ,"Escena nocturna (also known as Carnaval) by Diego Rivera, 1909","319,292 USD",1,150.25,180.5
5579,5806," 300,000 - 400,000 USD "," 470,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, oil and sand on canvas , 37.375 x 53.125 in. (95 x 135 cm.) , 1989 ,"Manos arriba by Rufino Tamayo, 1989","619,493 USD",1,37.375,53.125
5580,5807," 40,000 - 60,000 USD "," 60,000 USD ",2011-05-26, Diego Rivera,Christie's,Latin American Paintings, watercolor on rice paper , 15 x 100.75 in. (38.1 x 27.3 cm.) , 1942 ,"Untitled (Mujer cargando niño) by Diego Rivera, 1942","79,000 USD",1,15.0,100.75
5581,5808," 20,000 - 25,000 USD "," 25,000 USD ",2011-05-26, René Portocarrero,Christie's,Latin American Paintings, gouache on paper , 26 x 20.125 in. (66 x 51.1 cm.) , 1948 ,"Mujer by René Portocarrero, 1948","32,917 USD",1,26.0,20.125
5582,5809," 60,000 - 80,000 USD "," 62,500 USD ",2011-05-26, René Portocarrero,Christie's,Latin American Paintings, oil on paper laid on canvas , 23.375 x 29.375 in. (59.4 x 74.6 cm.) , 1945 ,"La rumba by René Portocarrero, 1945","82,292 USD",1,23.375,29.375
5584,5811," 20,000 - 25,000 USD "," 40,000 USD ",2011-05-26, Francisco Zuñiga,Christie's,Latin American Paintings, bronze with light brown patina , 130.5 x 120.5 x 13 in. (34.3 x 31.7 x 33 cm.) , 1967 ,"Desnudo de Silvia con el pelo largo by Francisco Zuñiga, 1967","52,667 USD",1,130.5,120.5
5585,5812," 12,000 - 18,000 USD "," 13,750 USD ",2011-05-26, Francisco Toledo,Christie's,Latin American Paintings, gouache and watercolor on paper , 210.5 x 160.5 in. (54.6 x 42 cm.) ,,Untitled by Francisco Toledo,"18,104 USD",1,210.5,160.5
5588,5815," 250,000 - 350,000 USD "," 266,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood and metal rods with nylon string , 57 x 57 x 11 in. (145 x 145 x 28 cm.) , 1977 ,"Virtual cobalto sobre el rombo by Jesus-Rafael Soto, 1977","350,893 USD",1,57.0,57.0
5589,5816," 200,000 - 300,000 USD "," 506,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood and metal rods with nylon string on wood , 39.375 x 39.375 x 10.125 in. (100 x 100 x 25.7... , 1968 ,"Rond et carré jaune by Jesus-Rafael Soto, 1968","666,893 USD",1,39.375,39.375
5590,5817," 40,000 - 60,000 USD "," 134,500 USD ",2011-05-26, Alfredo Ramos Martínez,Christie's,Latin American Paintings," tempera and Conté crayon on The New York Times newsprint (September 8, 1935) laid on cardboard ", 220.75 x 17 in. (57.8 x 43.2 cm.) , circa 1935 ,"Vendedoras de frutas by Alfredo Ramos Martínez, circa 1935","177,092 USD",1,220.75,17.0
5591,5818," 18,000 - 22,000 USD "," 27,500 USD ",2011-05-26, Diego Rivera,Christie's,Latin American Paintings, watercolor and charcoal on paper , 240.5 x 180.5 in. (62.2 x 47 cm.) , 1928 ,"Hombre con sombrero by Diego Rivera, 1928","36,208 USD",1,240.5,180.5
5592,5819," 4,000 - 6,000 USD "," 4,000 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, graphite and watercolor on paper , 13.125 x 100.25 in. (33.3 x 26 cm.) , 1972 ,"Vasija zapoteca by Rufino Tamayo, 1972","5,267 USD",1,13.125,100.25
5593,5820," 30,000 - 40,000 USD "," 43,750 USD ",2011-05-26, Fernando de Szyszlo,Christie's,Latin American Paintings, oil on canvas , 39.375 x 39.375 in. (100 x 100 cm.) , 1994 ,"Paraca by Fernando de Szyszlo, 1994","57,604 USD",1,39.375,39.375
5595,5822," 70,000 - 90,000 USD "," 88,900 USD ",2011-05-26, Benito Quinquela Martin,Christie's,Latin American Paintings, oil on canvas , 45 x 66.875 in. (114.3 x 170 cm.) , circa 1930 ,"Cementerio de barcos by Benito Quinquela Martin, circa 1930","117,052 USD",1,45.0,66.875
5596,5823," 35,000 - 45,000 USD "," 74,500 USD ",2011-05-26, Antonio Seguí,Christie's,Latin American Paintings, acrylic on canvas , 59.125 x 59.125 in. (150.2 x 150.2 cm.) ,,Día de fiesta by Antonio Seguí,"98,092 USD",1,59.125,59.125
5599,5826," 30,000 - 40,000 USD "," 45,000 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, watercolor on paper , 130.75 x 140.75 in. (35 x 37.5 cm.) , 1937 ,"Bañistas by Rufino Tamayo, 1937","59,250 USD",1,130.75,140.75
5600,5827," 25,000 - 30,000 USD "," 35,000 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, crayon on vellum , 210.75 x 180.5 in. (55.2 x 47 cm.) , 1964 ,"Máscara by Rufino Tamayo, 1964","46,083 USD",1,210.75,180.5
5601,5828," 6,000 - 8,000 USD "," 6,000 USD ",2011-05-26, Francisco Zuñiga,Christie's,Latin American Paintings, crayon and pastel on paper , 18.875 x 26 in. (48 x 66 cm.) , 1974 ,"El umbral by Francisco Zuñiga, 1974","7,900 USD",1,18.875,26.0
5603,5830," 18,000 - 22,000 USD "," 32,500 USD ",2011-05-26, Antonio Seguí,Christie's,Latin American Paintings, acrylic on canvas , 32 x 39.375 in. (81.3 x 100 cm.) , 1984 ,"Pensando en todo by Antonio Seguí, 1984","42,792 USD",1,32.0,39.375
5604,5831," 8,000 - 12,000 USD "," 5,000 USD ",2011-05-26, Antonio Seguí,Christie's,Latin American Paintings, watercolor and gouache on paper mounted on cardboard , 21 x 260.5 in. (53 x 67 cm.) , 1988 ,"Untitled by Antonio Seguí, 1988","6,583 USD",1,21.0,260.5
5606,5833," 10,000 - 15,000 USD "," 27,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood on metal relief , 190.75 x 26 x 40.75 in. (50.1 x 66 x 12 cm.) ,,Homenaje al humano by Jesus-Rafael Soto,"36,208 USD",1,190.75,26.0
5607,5834," 70,000 - 90,000 USD "," 116,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood and metal rods with nylon string , 120.25 x 100.75 x 50.25 in. (31.1 x 27.3 x 13.3 cm.) , 1966 ,"Untitled by Jesus-Rafael Soto, 1966","153,392 USD",1,120.25,100.75
5608,5835," 6,000 - 8,000 USD "," 7,500 USD ",2011-05-26, Francisco Zuñiga,Christie's,Latin American Paintings, Conté crayon on paper , 22.375 x 280.25 in. (56.8 X 71.7 cm.) , 1979 ,"Untitled (Mujer dormida) by Francisco Zuñiga, 1979","9,875 USD",1,22.375,280.25
5609,5836," 350,000 - 450,000 USD "," 362,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, oil on canvas , 350.5 x 43.375 in. (90.2 x 110.2 cm.) , 1971 ,"Hombre con esfera (also known as Hombre con pelota) by Rufino Tamayo, 1971","477,293 USD",1,350.5,43.375
5610,5837," 200,000 - 300,000 USD "," 338,500 USD ",2011-05-26, Jesus-Rafael Soto,Christie's,Latin American Paintings, painted wood and metal rods , 40.125 x 40.125 x 60.5 in. (102 x 102 x 16.5 cm.) , 1976 ,"Rosa en alto by Jesus-Rafael Soto, 1976","445,693 USD",1,40.125,40.125
5612,5839," 60,000 - 80,000 USD "," 74,500 USD ",2011-05-26, Rufino Tamayo,Christie's,Latin American Paintings, graphite and colored pencil on paper , 29.625 x 21.875 in. (75.2 x 55.6 cm.) , 1947 ,"Desnudo by Rufino Tamayo, 1947","98,092 USD",1,29.625,21.875
5615,5842," 40,000 - 60,000 HKD "," 46,000 HKD ",2011-05-27, Jesus-Rafael Soto,Est-Ouest Auctions,2011 Spring Sale Hong Kong," plexiglass with silkscreen, painted wood ", 56.5×25.5×10.5 cm , 1991 ,"Composition Cinetique by Jesus-Rafael Soto, 1991","7,780 USD",0,56.5,25.5
5617,5844," 5,000,000 - 9,000,000 KRW "," 7,200,000 KRW ",2011-05-28, Jesus-Rafael Soto,Korea Premier Auction,K Art Auction Auction in March 2006, color silkscreen on plexiglass , 15 x 1.5 x 40 cm , 2002 ,"Estela, Suite Mallorca by Jesus-Rafael Soto, 2002","8,769 USD",0,15.0,1.5
5618,5845," 20,000 - 25,000 EUR "," 24,083 EUR ",2011-05-30, Angel Zárraga,Artcurial,Modern Art 2, oil on canvas ," h: 55 w: 46,50 cm ", 1923 ,"SUR LE MOTIF by Angel Zárraga, 1923","45,245 USD",0,55.0,46.0
5621,5848," 30,000 - 40,000 EUR "," 35,236 EUR ",2011-05-30, Antonio Seguí,Artcurial,Contemporary Art 2, mixed media on canvas , h: 130 w: 160 cm , 1984 ,"CON IDEAS EN LA TESTA by Antonio Seguí, 1984","66,198 USD",0,130.0,160.0
5623,5850," 80,000 - 120,000 EUR "," 115,000 EUR ",2011-05-30, Joaquín Torres García,Christie's,Contemporary Art, oil on cardboard , 51.5 x 67 cm. (20.375 x 26.375 in.) , 1940 ,"Objetos con estructura interior by Joaquín Torres García, 1940","216,052 USD",1,51.5,67.0
5624,5851," 2,500 - 3,000 EUR "," 8,500 EUR* ",2011-05-31, Jesus-Rafael Soto,Quittenbaum,Scandinavian Design and Art," Perspex, grey-blue metal rods, yellow nylon threads "," H. 50.5 cm; 15 x 15 cm; breadth circa 23 cm,... ", Designed 1968 ,"Kinetic object by Jesus-Rafael Soto, Designed 1968","16,084 USD",1,50.5,15.0
5625,5852," 5,000 EUR "," 6,250 EUR ",2011-06-04, René Portocarrero,Ketterer Kunst,Post War/Contemporary Art , Gouache ," 90,5 x 66,5 cm ", 1979 ,"Ohne Titel by René Portocarrero, 1979","12,042 USD",0,90.0,5.0
5626,5853," 12,000 - 18,000 EUR "," 12,751 EUR ",2011-06-08, Benito Quinquela Martin,Tajan,Modern Art, oil on panel ," 45 x 63,5 cm ",,Au port by Benito Quinquela Martin,"24,486 USD",0,45.0,63.0
5628,5855," 5,000 - 8,000 USD "," 3,000 USD ",2011-06-09, René Portocarrero,Swann Auction Galleries,American Art & Contemporary Art, Brush and brown ink on cream wove paper , 468x360 mm; 18.5x14.125 inches , 1946 ,"Cubist Women by René Portocarrero, 1946","3,950 USD",1,468.0,360.0
5629,5856," 4,000 - 6,000 USD "," 9,600 USD ",2011-06-09, Diego Rivera,Swann Auction Galleries,American Art & Contemporary Art, Pencil on cream laid paper , 314x245 mm; 31.25x24.5 inches , 1946 ,"Retrato de una Mujer by Diego Rivera, 1946","12,640 USD",1,314.0,245.0
5630,5857," 1,500 - 2,500 USD "," 1,440 USD ",2011-06-09, René Portocarrero,Swann Auction Galleries,American Art & Contemporary Art, Pen and ink on cream wove paper , 348x278 mm; 13.5x11 inches , 1953 ,"Girl with Flower by René Portocarrero, 1953","1,896 USD",1,348.0,278.0
5636,5863, 300 - 500 GBP , 750 GBP ,2011-06-15, Antonio Seguí,Woolley & Wallis,Paintings, Pencil and bodycolour , 24 x 180.5 in , 1965 ,"I Tarzan by Antonio Seguí, 1965","1,601 USD",1,24.0,180.5
5642,5869, 400 - 600 USD , 244 USD ,2011-06-26, David Alfaro Siqueiros,Bonhams,SoMa Estate Auction, Color lithograph on simili japan paper , 20 x 16.375in , 1968 ,"VIII Flight, from Mexican Suite by David Alfaro Siqueiros, 1968",321 USD,1,20.0,16.375
5645,5872, 300 - 500 USD , 134 USD ,2011-06-26, Graciela Rodo-Boulanger,Bonhams,SoMa Estate Auction, Color etchings with aquatint on wove paper , 9.375 x 7in; 9.75 x 7.875in , 1970s ,"2 Works: Father with Child; Youth Riding Goat by Graciela Rodo-Boulanger, 1970s",176 USD,1,9.375,7.0
5646,5873," 3,000 - 5,000 USD "," 3,500 USD ",2011-06-26, Rufino Tamayo,Los Angeles Modern Auctions,Modern Art & Design Auction, Lithograph ," 30.5"" x 38.25"" ", Circa 1989 ,"Perro Herido by Rufino Tamayo, Circa 1989","4,608 USD",1,30.5,38.25
5647,5874," 2,500 - 3,500 USD "," 2,750 USD ",2011-06-26, Rufino Tamayo,Los Angeles Modern Auctions,Modern Art & Design Auction, Lithograph ," 31.25"" x 43.25"" ", 1990 ,"Mujer Sonriente by Rufino Tamayo, 1990","3,621 USD",1,31.25,43.25
5649,5876," 2,500 - 3,500 USD "," 2,875 USD ",2011-06-26, Rufino Tamayo,Los Angeles Modern Auctions,Modern Art & Design Auction, Lithograph ," 31.5"" x 47.25"" ", 1989 ,"El Ermitano by Rufino Tamayo, 1989","3,785 USD",1,31.5,47.25
