pais,categoria,tematica,tecnica,soporte,medidas,fecha,etiquetas,precio,obra,autor,link
Mexico,Pintura,Figura,Oleo,Tela,70 x 90 cm,Artelista desde: 21 de Mayo de 2019,"retrato, figura, ciudades, dirigibles, zepelin, naves",Obra vendida,El Consejo del Sueno,Jose Parra,https://www.artelista.com/obra/4685555444275891-el-consejo-del-sueno.html
Espana,Pintura,Figura,Oleo,Lienzo,97 x 146 cm,Artelista desde: 6 de Mayo de 2020,"pasos de cebra, gente, urbano, ciudades, blanco y negro, multitud",Obra vendida,Descarta las lineas rectas,MARTTA GARCIA RAMO,https://www.artelista.com/obra/6695174193712385-descarta-las-lineas-rectas.html
Argentina,Pintura,Otros,Acrilico,Lienzo,145 x 190 cm,Artelista desde: 4 de Octubre de 2018,"#abstracto, #arte argentino, #rio, #marina, #arte Latinoamericano, #arquitectura",Obra vendida,Ella rie,Gisela Gaffoglio,https://www.artelista.com/obra/6077636999979353-ella-rie.html
Espana,Pintura,Otros,Acrilico,Tabla,100 x 89 cm,Artelista desde: 20 de Septiembre de 2019,"mujer, woman, cara, face, azul, blue",190.027 MX$,caras - faces,Sandra Garcia,https://www.artelista.com/obra/5788740721252153-caras-faces.html
Argentina,Pintura,Otros,Acrilico,Lienzo,180 x 195 cm,Artelista desde: 23 de Octubre de 2019,"#marina, #puerto, #industrial, #abstracto, #arquitectura, #arte Latinoamericano",Obra vendida,Estados de animo,Gisela Gaffoglio,https://www.artelista.com/obra/3354191059853591-estados-de-animo.html
Espana,Pintura,Figura,Oleo,Lienzo,150 x 100 cm,Artelista desde: 4 de Septiembre de 2019,"ajedrez, partida, collage.",Obra vendida,La partida de ajedrez,Joaquin Mateo Robles,https://www.artelista.com/obra/4808832392326942-la-partida-de-ajedrez.html
Mexico,Pintura,Lienzo,Acrilico,Figura,140 x 70 cm,Artelista desde: 6 de Diciembre de 2016,sin etiquetas,Obra vendida,Siempre vivas,Gerardo Tapia,https://www.artelista.com/obra/6206471243215149-siempre-vivas.html
Espana,Pintura,Lienzo,Oleo,Paisaje,65 x 81 cm,Artelista desde: 29 de Marzo de 2017,"montana, naturaleza, paisaje",Obra vendida,LOS LLANOS DEL HOSPITAL ,Jesus Monge,https://www.artelista.com/obra/8889353564667951-los-llanos-del-hospital.html
Espana,Pintura,Bodegones,Oleo,Lienzo,92 x 60 cm,Artelista desde: 8 de Junio de 2016,"paco yuste, bodegon, naturaleza muerta, pintura, realismo, hiperrealismo",Obra vendida,"Transparencia, luz y color 10",Paco Yuste,https://www.artelista.com/obra/4983707378921746-transparencia-luz-y-color-10.html
Espana,Pintura,Lienzo,Oleo,Otros,114 x 146 cm,Artelista desde: 30 de Mayo de 2017,"realidad virtual, africa, oleo, pintura, contemporaneo, tecnologia",Obra vendida,Virtual Reality,Fran Rosado Diaz,https://www.artelista.com/obra/1910712575941925-virtual-reality.html
Mexico,Pintura,Lienzo,Acrilico,Figura,100 x 80 cm,Artelista desde: 20 de Febrero de 2017,"saxofon, guitarra, anaranjado, amigos, musica, turquesa",Obra vendida,Entre amigos,Gerardo Tapia,https://www.artelista.com/obra/8466493116707395-entre-amigos.html
Mexico,Pintura,Bodegones,Oleo,Tabla,170 x 120 cm,Artelista desde: 29 de Marzo de 2017,"inversiones, bienes y raices, bolsa de valores, veleros, hoteles boutique, viajes",Obra vendida,Alpha Centaruo,NANAK SOSAN,https://www.artelista.com/obra/8660297480356573-alpha-centaruo.html
Espana,Pintura,Retrato,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 17 de Febrero de 2017,"violinista, genio, musica, violin",Obra vendida,THE VIOLINIST II,CRISTINA ABELLA,https://www.artelista.com/obra/2980900564005965-the-violinist-ii.html
Espana,Pintura,Paisaje,Oleo,Lienzo,65 x 81 cm,Artelista desde: 29 de Marzo de 2017,"paisaje, urbano, zaragoza",Obra vendida,PALACIO DE LA ILUSION,Jesus Monge,https://www.artelista.com/obra/1310771632827695-palacio-de-la-ilusion.html
Mexico,Pintura,Lienzo,Acrilico,Retrato,160 x 80 cm,Artelista desde: 22 de Febrero de 2017,"morado, turqueza, azul, rock, musica, beatles",Obra vendida,Ol tugueder nao,Gerardo Tapia,https://www.artelista.com/obra/7762182665625053-ol-tugueder-nao.html
Espana,Pintura,Desnudos,Oleo,Tabla,90 x 210 cm,Artelista desde: 27 de Julio de 2016,"figurativo, desnudo, tabla",Obra vendida,ADAN Y EVA,Jesus Monge,https://www.artelista.com/obra/8508019841759650-adan-y-eva.html
Espana,Pintura,Lienzo,Oleo,Paisaje,73 x 92 cm,Artelista desde: 11 de Julio de 2016,"paisaje, urbano, zaragoza",Obra vendida,HACIA MI PLAZA,Jesus Monge,https://www.artelista.com/obra/3659459319594506-hacia-mi-plaza.html
Espana,Pintura,Tabla,Oleo,Paisaje,110 x 100 cm,Artelista desde: 12 de Julio de 2016,"oleo, arpillera, tabla",Obra vendida,BUENAVISTA,Jesus Monge,https://www.artelista.com/obra/4030796846037997-buenavista.html
Chile,Pintura,Figura,Acrilico,Lienzo,140 x 200 cm,Artelista desde: 7 de Enero de 2017,"historia, desnudo., figuras",Obra vendida,Cimon y Pero,Oscar Capeche,https://www.artelista.com/obra/8958096017086605-cimon-y-pero.html
Espana,Pintura,Paisaje,Otros,Tabla,48 x 120 cm,Artelista desde: 8 de Junio de 2016,"Sone Street, new york, enamel, esmaltes, calle",Obra vendida,New York #19 (Stone St.),Socrates Rizquez,https://www.artelista.com/obra/5121982314048051-new-york-19-stone-st.html
Espana,Pintura,Lienzo,Acrilico,Retrato,70 x 70 cm,Artelista desde: 30 de Agosto de 2017,"energy, peace, nature, woman, colors",Obra vendida,SERENITY,CRISTINA ABELLA,https://www.artelista.com/obra/5862715531011656-serenity.html
Espana,Pintura,Retrato,Acrilico,Lienzo,70 x 70 cm,Artelista desde: 4 de Junio de 2017,"mujer, camara, accion, oro, fuerza, caracter",Obra vendida,THE PHOTOGRAPHER,CRISTINA ABELLA,https://www.artelista.com/obra/4154362745568223-the-photographer.html
Mexico,Pintura,Lienzo,Acrilico,Figura,110 x 110 cm,Artelista desde: 20 de Febrero de 2017,"vejez, morado, avion de papel, buena fortuna, alquimista, ilusion",Obra vendida,Mudanzas,Gerardo Tapia,https://www.artelista.com/obra/3098290250658976-mudanzas.html
Espana,Pintura,Bodegones,Oleo,Lienzo,92 x 60 cm,Artelista desde: 8 de Junio de 2016,"bodegon, naturaleza muerta, pintura, realismo, hiperrealismo, paco yuste",90.013 MX$,"Transparencia, luz y color 7",Paco Yuste,https://www.artelista.com/obra/7557656466282260-transparencia-luz-y-color-7.html
Mexico,Pintura,Lienzo,Oleo,Figura,80 x 100 cm,Artelista desde: 28 de Noviembre de 2016,"gato, frida, traje, marquesada, autoretrato, gatos",Obra vendida,Autoretrato con Gatos,Jose Parra,https://www.artelista.com/obra/9362418958106684-autoretrato-con-gatos.html
Espana,Pintura,Retrato,Acrilico,Lienzo,60 x 60 cm,Artelista desde: 23 de Marzo de 2017,"primavera, flores, alegria",Obra vendida,THE PERFUMER  III,CRISTINA ABELLA,https://www.artelista.com/obra/3511109620019021-the-perfumer-iii.html
Estados Unidos,Pintura,Otros,Acrilico,Lienzo,120 x 120 cm,Artelista desde: 6 de Octubre de 2016,"gran formato, colorido, original",Obra vendida,entre colores,Artista .Enzo,https://www.artelista.com/obra/9032643815376456-entre-colores.html
Mexico,Pintura,Lienzo,Acrilico,Otros,175 x 115 cm,Artelista desde: 13 de Julio de 2015,"pintura, acrilico, abstracto",Obra vendida,Brisa,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/6974116368827539-brisa.html
Espana,Pintura,Lienzo,Media Mixta,Marina,100 x 81 cm,Artelista desde: 28 de Septiembre de 2015,Barcelona expresionismo marina,Obra vendida,Miramar caliente,Nuria Valles Botey,https://www.artelista.com/obra/1247722842364572-miramar-caliente.html
Mexico,Pintura,Otros,Acrilico,Lienzo,297 x 135 cm,Artelista desde: 26 de Mayo de 2016,"pintura, acrilico, abstracto",Obra vendida,Granizada,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/5563162997790334-granizada.html
Espana,Pintura,Paisaje,Oleo,Lienzo,115 x 195 cm,Artelista desde: 10 de Marzo de 2016,"con bastidor, SOBRE ARPILLERA, oleo",Obra vendida,Coso Sastago,Jesus Monge,https://www.artelista.com/obra/5362535842711014-coso-sastago.html
Espana,Pintura,Lienzo,Oleo,Paisaje,176 x 125 cm,Artelista desde: 7 de Marzo de 2016,"arpillera sobre tablero, oleo",Obra vendida,atardecer en Alcala,Jesus Monge,https://www.artelista.com/obra/9957837510156534-atardecer-en-alcala.html
Espana,Pintura,Lienzo,Oleo,Marina,162 x 114 cm,Artelista desde: 9 de Marzo de 2016,"SOBRE ARPILLERA, oleo, con bastidor",Obra vendida,Espuma de mar,Jesus Monge,https://www.artelista.com/obra/8663839094999989-espuma-de-mar.html
Espana,Pintura,Tabla,Media Mixta,Paisaje,150 x 150 cm,Artelista desde: 31 de Mayo de 2016,sin etiquetas,Obra vendida,El Guardian Eterno,Manuel Castillero Ramirez,https://www.artelista.com/obra/7281211849095848-el-guardian-eterno.html
Espana,Pintura,Retrato,Oleo,Tabla,75 x 122 cm,Artelista desde: 14 de Julio de 2015,"esperanza, baldosas, mirada, hombre, retrato, autorretrato",Obra vendida,Alter Ego,Jesus Sanchez Alba,https://www.artelista.com/obra/4811136563591470-alter-ego.html
Espana,Pintura,Paisaje,Oleo,Tabla,73 x 95 cm,Artelista desde: 10 de Marzo de 2016,"venecia, urbano, paisaje",Obra vendida,Embarcadero en Venecia,Jesus Monge,https://www.artelista.com/obra/5817364765189686-embarcadero-en-venecia.html
Espana,Pintura,Lienzo,Oleo,Marina,65 x 46 cm,Artelista desde: 10 de Marzo de 2016,"con bastidor, SOBRE ARPILLERA, oleo",Obra vendida,Charcos de marea,Jesus Monge,https://www.artelista.com/obra/3327148123457153-charcos-de-marea.html
Mexico,Pintura,Otros,Acrilico,Lienzo,176 x 110 cm,Artelista desde: 16 de Agosto de 2015,"lienzo, pintura, expresion, textura, abstracto, acrilico",Obra vendida,Yo viendo como llueve,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/5194502920220003-yo-viendo-como-llueve.html
Espana,Pintura,Paisaje,Oleo,Lienzo,150 x 180 cm,Artelista desde: 10 de Marzo de 2016,"con bastidor, SOBRE ARPILLERA, oleo",Obra vendida,Zurita,Jesus Monge,https://www.artelista.com/obra/9282566113532927-zurita.html
Espana,Pintura,Lienzo,Oleo,Paisaje,162 x 114 cm,Artelista desde: 9 de Marzo de 2016,"SOBRE ARPILLERA, con bastidor, oleo",Obra vendida,Atardecer de playa,Jesus Monge,https://www.artelista.com/obra/9288284548024262-atardecer-de-playa.html
Colombia,Pintura,Lienzo,Oleo,Animales,190 x 150 cm,Artelista desde: 16 de Abril de 2015,"caballo, oleo, obra, hermosa",Obra vendida,romano fantasma,HENRY HINCAPIE,https://www.artelista.com/obra/8868075495283022-romano-fantasma.html
Mexico,Pintura,Lienzo,Acrilico,Figura,160 x 80 cm,Artelista desde: 29 de Junio de 2015,"beige, amigos, bajo, saxofon, piano, musica",Obra vendida,En armonia,Gerardo Tapia,https://www.artelista.com/obra/8369238024338623-en-armonia.html
Espana,Pintura,Paisaje,Oleo,Lienzo,130 x 195 cm,Artelista desde: 10 de Marzo de 2016,"con bastidor, SOBRE ARPILLERA, oleo",Obra vendida,Coso de Zaragoza,Jesus Monge,https://www.artelista.com/obra/4244408262199360-coso-de-zaragoza.html
Mexico,Pintura,Otros,Acrilico,Lienzo,163 x 132 cm,Artelista desde: 13 de Octubre de 2015,"lienzo, expresion, textura, abstracto, acrilico, pintura",Obra vendida,Sangre,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/5486529911228708-sangre.html
Colombia,Pintura,Lienzo,Oleo,Animales,170 x 90 cm,Artelista desde: 9 de Noviembre de 2014,"obras hermosas, oleo, caballos",Obra vendida,tres reyes,HENRY HINCAPIE,https://www.artelista.com/obra/5643011016870519-tres-reyes.html
Costa Rica,Pintura,Lienzo,Acrilico,Paisaje,65 x 90 cm,Artelista desde: 11 de Octubre de 2015,"surrealismo, rios, paisaje, lagos",Obra vendida,Gaia y el portal de Vida,armando fallas varela,https://www.artelista.com/obra/8934433728433985-gaia-y-el-portal-de-vida.html
Espana,Pintura,Lienzo,Oleo,Paisaje,50 x 81 cm,Artelista desde: 8 de Marzo de 2016,"paisaje, oleo, SOBRE ARPILLERA",Obra vendida,AZUL TERCIOPELO,Jesus Monge,https://www.artelista.com/obra/7879186980271794-azul-terciopelo.html
Espana,Pintura,Otros,Oleo,Lienzo,100 x 100 cm,Artelista desde: 9 de Junio de 2015,"naturaleza, figuracion, realismo, vegetacion, floral",Obra vendida,Nadie,amaya fernandez fariza,https://www.artelista.com/obra/2113837959555256-nadie.html
Espana,Pintura,Otros,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 26 de Agosto de 2014,"avionetas, aviones, abstraccion",Obra vendida,SOBREVUELO,Alex Cano (ACRO),https://www.artelista.com/obra/1793697787475339-sobrevuelo.html
Colombia,Pintura,Lienzo,Oleo,Animales,120 x 170 cm,Artelista desde: 9 de Noviembre de 2014,"caballo, oleo, obra, hermosa",Obra vendida,vulcano,HENRY HINCAPIE,https://www.artelista.com/obra/5707006217531842-vulcano.html
Mexico,Pintura,Lienzo,Acrilico,Otros,170 x 130 cm,Artelista desde: 6 de Enero de 2015,"abstracto, textura, expresion, acrilico, pintura, lienzo",Obra vendida,Tormenta,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/2913603126867582-tormenta.html
Colombia,Pintura,Lienzo,Acrilico,Figura,220 x 80 cm,Artelista desde: 10 de Julio de 2014,GRADOS TIERRA CALIENTE VERANO,Obra vendida,40 GRADOS - VILLABON,Carlos Villabon,https://www.artelista.com/obra/5660783397904958-40-grados-villabon.html
Colombia,Pintura,Lienzo,Acrilico,Paisaje,80 x 170 cm,Artelista desde: 21 de Abril de 2014,TIME SQUARE COLOR VILLABON,Obra vendida,EXPRESOS DEL TIME SQUARE - CARLOS VILLABON,Carlos Villabon,https://www.artelista.com/obra/6642250115435702-expresos-del-time-square-carlos-villabon.html
Espana,Pintura,Lienzo,Oleo,Bodegones,120 x 100 cm,Artelista desde: 7 de Diciembre de 2014,"aceitunas, vidrios, transparencias, jarra, metal, brillo",Obra vendida,Aceitunas y jarra,miguel angel nunez,https://www.artelista.com/obra/8743361258665536-aceitunas-y-jarra.html
Colombia,Pintura,Lienzo,Acrilico,Animales,90 x 220 cm,Artelista desde: 21 de Abril de 2014,AFAN PULPO,Obra vendida,AFAN - CARLOS VILLABON,Carlos Villabon,https://www.artelista.com/obra/7308313562822844-afan-carlos-villabon.html
Espana,Pintura,Tabla,Otros,Paisaje,120 x 48 cm,Artelista desde: 3 de Marzo de 2015,"usa, enamel, new york, esmalte, times square, nueva york",Obra vendida,New York #6,Socrates Rizquez,https://www.artelista.com/obra/8940848595355243-new-york-6.html
Colombia,Pintura,Lienzo,Acrilico,Animales,220 x 80 cm,Artelista desde: 22 de Julio de 2014,CONEJO RABBIT AVENTURA ADVENTURA SUNNIES GAFAS LENTES SEX SEXO LOVE AMOR,Obra vendida,AVENTURA - VILLABON,Carlos Villabon,https://www.artelista.com/obra/4614830356550200-aventura-villabon.html
Mexico,Pintura,Otros,Acrilico,Tela,140 x 110 cm,Artelista desde: 4 de Mayo de 2015,"expresion, decorativo, moderno, acrilico, abstracto",Obra vendida,In-Tempestad,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/1595375941267409-in-tempestad.html
Colombia,Pintura,Lienzo,Acrilico,Retrato,170 x 170 cm,Artelista desde: 17 de Enero de 2014,RETRATO GEMELA ROSTRO VILLABON CARLOS PINTOR COLOMBIANO,Obra vendida,UNA GEMELA - CARLOS VILLABON,Carlos Villabon,https://www.artelista.com/obra/4473458858974960-una-gemela-carlos-villabon.html
Estados Unidos,Pintura,Lienzo,Media Mixta,Otros,55 x 55 cm,Artelista desde: 16 de Enero de 2014,sin etiquetas,Obra vendida,Step I,Edgar Gutierrez,https://www.artelista.com/obra/7407158716000845-step-i.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,50 x 80 cm,Artelista desde: 20 de Diciembre de 2014,"Destinaciones imaginarias, acrilico sobre lino, Nipponese imaginary destination",Obra vendida,Nipponese imaginary destination,Jose Galant,https://www.artelista.com/obra/3608480046672359-nipponese-imaginary-destination.html
Mexico,Pintura,Otros,Acrilico,Lienzo,100 x 150 cm,Artelista desde: 6 de Enero de 2015,"abstracto, trazos, simie",Obra vendida,Alegria,Luis Urbano Ambriz Alvarez,https://www.artelista.com/obra/9856479856574528-alegria.html
Espana,Pintura,Paisaje,Otros,Tabla,120 x 48 cm,Artelista desde: 6 de Marzo de 2015,"Bethesda Terrace Arcade, central park, enamel, esmalte, nueva york, new york",Obra vendida,New York #12,Socrates Rizquez,https://www.artelista.com/obra/9057430933012871-new-york-12.html
Estados Unidos,Pintura,Marina,Oleo,Lienzo,80 x 135 cm,Artelista desde: 21 de Diciembre de 2013,"con ciudad interior, en el mar, maquinaria, cafetera voladora",Obra vendida,La aparicion,Tony Rodriguez (Juan Antonio Rodriguez Olivares ),https://www.artelista.com/obra/5300185442903592-la-aparicion.html
Estados Unidos,Pintura,Lienzo,Acrilico,Otros,85 x 85 cm,Artelista desde: 16 de Enero de 2014,sin etiquetas,Obra vendida,Gestural II,Edgar Gutierrez,https://www.artelista.com/obra/8516537299487593-gestural-ii.html
Colombia,Pintura,Lienzo,Oleo,Animales,150 x 150 cm,Artelista desde: 3 de Mayo de 2015,"hermosas, obras, caballos, oleo",Obra vendida,cosaco fantasma,HENRY HINCAPIE,https://www.artelista.com/obra/3372126932081074-cosaco-fantasma.html
Espana,Pintura,Otros,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 26 de Agosto de 2014,"lineas, abstraccion, geometria",Obra vendida,DOS LINEAS,Alex Cano (ACRO),https://www.artelista.com/obra/1843231941455816-dos-lineas.html
Estados Unidos,Pintura,Lienzo,Oleo,Figura,91 x 76 cm,Artelista desde: 11 de Marzo de 2015,arte cubano original,Obra vendida,gente de la loma,FREDY VILLAMIL,https://www.artelista.com/obra/5279435520962486-gente-de-la-loma.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,90 x 90 cm,Artelista desde: 19 de Diciembre de 2014,"Destinaciones imaginarias, acrilico sobre lino, Desfragmentacion Gotica",Obra vendida,Gothic defragmentation I | Desfragmentacion Gotica,Jose Galant,https://www.artelista.com/obra/6993913040412496-gothic-defragmentation-i-desfragmentacion-gotica.html
Mexico,Pintura,Lienzo,Acrilico,Bodegones,140 x 120 cm,Artelista desde: 22 de Marzo de 2013,"alfonso, impresionismo, expresionismo, geometrico, ferro, bodegon",Obra vendida,Bodegon,Alfonso Ferro R.,https://www.artelista.com/obra/9090094382447202-bodegon.html
Espana,Pintura,Lienzo,Oleo,Figura,130 x 200 cm,Artelista desde: 4 de Octubre de 2012,"bailarina, copa, pintura, oleo, realismo, belleza",Obra vendida,La copa,Sergio Martinez Cifuentes,https://www.artelista.com/obra/2362989676616853-la-copa.html
Espana,Pintura,Otros,Acrilico,Lienzo,60 x 80 cm,Artelista desde: 4 de Enero de 2022,"prestigio, colecciones, d, s",Obra vendida,UNIQUE,Denys Sabaldash,https://www.artelista.com/obra/pintura-unique-1222980
Colombia,Pintura,Lienzo,Acrilico,Figura,170 x 130 cm,Artelista desde: 16 de Julio de 2013,VILLABON CURVISMO PINTOR COLOMBIANO LA VILLA DE BON,Obra vendida,"SHHHHH, DEJEN DORMIR A LA MAJA",Carlos Villabon,https://www.artelista.com/obra/6001374519552150-shhhhh-dejen-dormir-a-la-maja.html
Mexico,Pintura,Lienzo,Oleo,Paisaje,114 x 67 cm,Artelista desde: 2 de Octubre de 2010,"nave, guantes, globo, fantastico, destino, castillos",Obra vendida,Villanelle,Jose Parra,https://www.artelista.com/obra/4970356677071177-villanelle.html
Espana,Pintura,Lienzo,Oleo,Figura,65 x 140 cm,Artelista desde: 23 de Marzo de 2013,"Alvaro Suarez Vertiz, Alvaro Suarez Vertiz",Obra vendida,El arlequin enamorado,Alvaro Suarez Vertiz,https://www.artelista.com/obra/1453518879330158-el-arlequin-enamorado.html
Espana,Pintura,Lienzo,Oleo,Figura,81 x 116 cm,Artelista desde: 31 de Agosto de 2010,"madonna, exotica, madrid, oleo, pintor, pintura",Obra vendida,Dialogo I,Sergio Martinez Cifuentes,https://www.artelista.com/obra/9948825369735200-dialogoi.html
Colombia,Pintura,Animales,Acrilico,Lienzo,100 x 100 cm,Artelista desde: 25 de Octubre de 2013,JIRAFA SEX FOREST BOSQUE COLOR CURVISMO,Obra vendida,SEX AND THE FOREST - CARLOS VILLABON,Carlos Villabon,https://www.artelista.com/obra/1786044362380085-sex-and-the-forest-carlos-villabon.html
Haiti,Pintura,Lienzo,Oleo,Figura,51 x 61 cm,Artelista desde: 6 de Enero de 2012,"luxama, mona, pintura, realisma, robert, ternura",Obra vendida,Alegoria de la pintura al natural,Robert Luxama,https://www.artelista.com/obra/6307533119822126-alegoriadelapinturaalnatural.html
